Recording,Recording1,Recording1,Recording1
Total_duration_of_fixations.本,400,400,400
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.暑,0,0,0
Total_duration_of_fixations.い,0,0,0
Total_duration_of_fixations.夏,225,225,225
Total_duration_of_fixations.を,0,0,0
Total_duration_of_fixations.も,0,0,0
Total_duration_of_fixations.た,0,0,0
Total_duration_of_fixations.ら,175,175,175
Total_duration_of_fixations.す,0,0,0
Total_duration_of_fixations.気,0,0,0
Total_duration_of_fixations.圧,0,0,0
Total_duration_of_fixations.配,758,758,758
Total_duration_of_fixations.置,0,0,0
Total_duration_of_fixations.は,0,0,0
Total_duration_of_fixations.年,0,0,0
Total_duration_of_fixations.に,925,925,925
Total_duration_of_fixations.よ,0,0,0
Total_duration_of_fixations.っ,133,133,133
Total_duration_of_fixations.て,0,0,0
Total_duration_of_fixations.は,200,200,200
Total_duration_of_fixations.崩,408,408,408
Total_duration_of_fixations.れ,0,0,0
Total_duration_of_fixations.、,0,0,0
Total_duration_of_fixations.太,0,0,0
Total_duration_of_fixations.平,0,0,0
Total_duration_of_fixations.洋,0,0,0
Total_duration_of_fixations.高,0,0,0
Total_duration_of_fixations.気,175,175,175
Total_duration_of_fixations.圧,0,0,0
Total_duration_of_fixations.の,0,0,0
Total_duration_of_fixations.勢,0,0,0
Total_duration_of_fixations.力,0,0,0
Total_duration_of_fixations.が,1450,1450,1450
Total_duration_of_fixations.弱,0,0,0
Total_duration_of_fixations.い,317,317,317
Total_duration_of_fixations.と,0,0,0
Total_duration_of_fixations.、,0,0,0
Total_duration_of_fixations.オ,0,0,0
Total_duration_of_fixations.ホ,0,0,0
Total_duration_of_fixations.ー,0,0,0
Total_duration_of_fixations.ツ,0,0,0
Total_duration_of_fixations.ク,0,0,0
Total_duration_of_fixations.海,742,742,742
Total_duration_of_fixations.高,0,0,0
Total_duration_of_fixations.気,0,0,0
Total_duration_of_fixations.圧,0,0,0
Total_duration_of_fixations.が,0,0,0
Total_duration_of_fixations.北,242,242,242
Total_duration_of_fixations.か,208,208,208
Total_duration_of_fixations.ら,0,0,0
Total_duration_of_fixations.張,200,200,200
Total_duration_of_fixations.り,142,142,142
Total_duration_of_fixations.出,183,183,183
Total_duration_of_fixations.し,0,0,0
Total_duration_of_fixations.て,0,0,0
Total_duration_of_fixations.長,0,0,0
Total_duration_of_fixations.く,308,308,308
Total_duration_of_fixations.と,500,500,500
Total_duration_of_fixations.ど,0,0,0
Total_duration_of_fixations.ま,0,0,0
Total_duration_of_fixations.り,0,0,0
Total_duration_of_fixations.、,0,0,0
Total_duration_of_fixations.北,200,200,200
Total_duration_of_fixations.海,0,0,0
Total_duration_of_fixations.道,0,0,0
Total_duration_of_fixations.や,242,242,242
Total_duration_of_fixations.東,0,0,0
Total_duration_of_fixations.北,0,0,0
Total_duration_of_fixations.地,200,200,200
Total_duration_of_fixations.方,0,0,0
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.や,550,550,550
Total_duration_of_fixations.ま,0,0,0
Total_duration_of_fixations.せ,0,0,0
Total_duration_of_fixations.と,0,0,0
Total_duration_of_fixations.呼,0,0,0
Total_duration_of_fixations.ば,217,217,217
Total_duration_of_fixations.れ,0,0,0
Total_duration_of_fixations.る,167,167,167
Total_duration_of_fixations.冷,0,0,0
Total_duration_of_fixations.た,0,0,0
Total_duration_of_fixations.い,250,250,250
Total_duration_of_fixations.北,0,0,0
Total_duration_of_fixations.東,175,175,175
Total_duration_of_fixations.の,0,0,0
Total_duration_of_fixations.風,233,233,233
Total_duration_of_fixations.が,0,0,0
Total_duration_of_fixations.吹,233,233,233
Total_duration_of_fixations.き,342,342,342
Total_duration_of_fixations.込,0,0,0
Total_duration_of_fixations.む,108,108,108
Total_duration_of_fixations.。,0,0,0
Total_duration_of_fixations.そ,0,0,0
Total_duration_of_fixations.の,0,0,0
Total_duration_of_fixations.よ,0,0,0
Total_duration_of_fixations.う,0,0,0
Total_duration_of_fixations.な,183,183,183
Total_duration_of_fixations.年,0,0,0
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.は,242,242,242
Total_duration_of_fixations.梅,317,317,317
Total_duration_of_fixations.雨,0,0,0
Total_duration_of_fixations.前,1325,1325,1325
Total_duration_of_fixations.線,0,0,0
Total_duration_of_fixations.の,158,158,158
Total_duration_of_fixations.北,400,400,400
Total_duration_of_fixations.上,267,267,267
Total_duration_of_fixations.が,217,217,217
Total_duration_of_fixations.進,458,458,458
Total_duration_of_fixations.ま,0,0,0
Total_duration_of_fixations.ず,0,0,0
Total_duration_of_fixations.、,233,233,233
Total_duration_of_fixations.低,350,350,350
Total_duration_of_fixations.温,133,133,133
Total_duration_of_fixations.や,642,642,642
Total_duration_of_fixations.日,100,100,100
Total_duration_of_fixations.照,183,183,183
Total_duration_of_fixations.不,200,200,200
Total_duration_of_fixations.足,0,0,0
Total_duration_of_fixations.に,175,175,175
Total_duration_of_fixations.よ,0,0,0
Total_duration_of_fixations.り,0,0,0
Total_duration_of_fixations.冷,0,0,0
Total_duration_of_fixations.害,150,150,150
Total_duration_of_fixations.が,0,0,0
Total_duration_of_fixations.発,0,0,0
Total_duration_of_fixations.生,0,0,0
Total_duration_of_fixations.す,217,217,217
Total_duration_of_fixations.る,0,0,0
Total_duration_of_fixations.。,0,0,0
Total_duration_of_fixations.ま,0,0,0
Total_duration_of_fixations.た,0,0,0
Total_duration_of_fixations.、,0,0,0
Total_duration_of_fixations.主,0,0,0
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.7,0,0,0
Total_duration_of_fixations.月,0,0,0
Total_duration_of_fixations.か,0,0,0
Total_duration_of_fixations.ら,0,0,0
Total_duration_of_fixations.9,0,0,0
Total_duration_of_fixations.月,0,0,0
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.は,375,375,375
Total_duration_of_fixations.、,0,0,0
Total_duration_of_fixations.台,0,0,0
Total_duration_of_fixations.風,175,175,175
Total_duration_of_fixations.が,0,0,0
Total_duration_of_fixations.日,0,0,0
Total_duration_of_fixations.本,233,233,233
Total_duration_of_fixations.に,0,0,0
Total_duration_of_fixations.接,0,0,0
Total_duration_of_fixations.近,0,0,0
Total_duration_of_fixations.す,0,0,0
Total_duration_of_fixations.る,0,0,0
Total_duration_of_fixations.こ,0,0,0
Total_duration_of_fixations.と,0,0,0
Total_duration_of_fixations.が,0,0,0
Total_duration_of_fixations.あ,0,0,0
Total_duration_of_fixations.る,0,0,0
Total_duration_of_fixations.。,0,0,0
Total_duration_of_fixations.詳,0,0,0
Total_duration_of_fixations.し,0,0,0
Total_duration_of_fixations.く,0,0,0
Total_duration_of_fixations.は,0,0,0
Total_duration_of_fixations.#,0,0,0
Total_duration_of_fixations.台,0,0,0
Total_duration_of_fixations.風,0,0,0
Total_duration_of_fixations.を,0,0,0
Total_duration_of_fixations.参,0,0,0
Total_duration_of_fixations.照,0,0,0
Total_duration_of_fixations.の,0,0,0
Total_duration_of_fixations.こ,0,0,0
Total_duration_of_fixations.と,0,0,0
Total_duration_of_fixations.。,0,0,0
Average_duration_of_fixations.梅雨明けと共に日本の真夏は始まる。,424,424,424
Average_duration_of_fixations.大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,439,439,439
Average_duration_of_fixations.梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,327,327,327
Average_duration_of_fixations.これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,394,394,394
Average_duration_of_fixations.日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,298,298,298
Average_duration_of_fixations.風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,328,328,328
Average_duration_of_fixations.さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,287,287,287
Average_duration_of_fixations.夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,312,312,312
Average_duration_of_fixations.このような夏の典型的な気圧配置を南高北低型という。,594,594,594
Average_duration_of_fixations.高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,341,341,341
Average_duration_of_fixations.風が弱く日射が強ければ、昼間は海風、夜間は陸風という海陸風がはっきりと現れる地域が多い。,392,392,392
Average_duration_of_fixations.8月7日前後の立秋の頃が最も暑くなる。,692,692,692
Average_duration_of_fixations.一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,283,283,283
Average_duration_of_fixations.そのような年には梅雨前線の北上が進まず、低温や日照不足により冷害が発生する。,283,283,283
Average_duration_of_fixations.また、主に7月から9月には、台風が日本に接近することがある。,261,261,261
Average_duration_of_fixations.詳しくは#台風を参照のこと。,,,
Average_duration_of_fixations.梅,,,
Average_duration_of_fixations.雨,,,
Average_duration_of_fixations.明,,,
Average_duration_of_fixations.け,725,725,725
Average_duration_of_fixations.と,,,
Average_duration_of_fixations.共,,,
Average_duration_of_fixations.に,500,500,500
Average_duration_of_fixations.日,,,
Average_duration_of_fixations.本,,,
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.真,183,183,183
Average_duration_of_fixations.夏,,,
Average_duration_of_fixations.は,200,200,200
Average_duration_of_fixations.始,,,
Average_duration_of_fixations.ま,,,
Average_duration_of_fixations.る,,,
Average_duration_of_fixations.。,208,208,208
Average_duration_of_fixations.大,,,
Average_duration_of_fixations.暑,,,
Average_duration_of_fixations.（,,,
Average_duration_of_fixations.7,,,
Average_duration_of_fixations.月,,,
Average_duration_of_fixations.2,,,
Average_duration_of_fixations.3,,,
Average_duration_of_fixations.日,,,
Average_duration_of_fixations.頃,,,
Average_duration_of_fixations.）,,,
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.頃,,,
Average_duration_of_fixations.に,,,
Average_duration_of_fixations.は,,,
Average_duration_of_fixations.日,,,
Average_duration_of_fixations.本,,,
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.大,750,750,750
Average_duration_of_fixations.部,392,392,392
Average_duration_of_fixations.分,,,
Average_duration_of_fixations.は,,,
Average_duration_of_fixations.梅,,,
Average_duration_of_fixations.雨,275,275,275
Average_duration_of_fixations.明,,,
Average_duration_of_fixations.け,,,
Average_duration_of_fixations.し,,,
Average_duration_of_fixations.、,,,
Average_duration_of_fixations.本,,,
Average_duration_of_fixations.格,,,
Average_duration_of_fixations.的,,,
Average_duration_of_fixations.な,325,325,325
Average_duration_of_fixations.夏,,,
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.暑,,,
Average_duration_of_fixations.さ,,,
Average_duration_of_fixations.を,142,142,142
Average_duration_of_fixations.迎,,,
Average_duration_of_fixations.え,,,
Average_duration_of_fixations.る,,,
Average_duration_of_fixations.。,,,
Average_duration_of_fixations.梅,,,
Average_duration_of_fixations.雨,,,
Average_duration_of_fixations.明,,,
Average_duration_of_fixations.け,242,242,242
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.直,,,
Average_duration_of_fixations.後,292,292,292
Average_duration_of_fixations.は,,,
Average_duration_of_fixations.、,,,
Average_duration_of_fixations.梅,,,
Average_duration_of_fixations.雨,,,
Average_duration_of_fixations.明,1183,1183,1183
Average_duration_of_fixations.け,,,
Average_duration_of_fixations.十,,,
Average_duration_of_fixations.日,125,125,125
Average_duration_of_fixations.と,,,
Average_duration_of_fixations.い,342,342,342
Average_duration_of_fixations.い,,,
Average_duration_of_fixations.、,,,
Average_duration_of_fixations.太,,,
Average_duration_of_fixations.平,,,
Average_duration_of_fixations.洋,1125,1125,1125
Average_duration_of_fixations.高,,,
Average_duration_of_fixations.気,,,
Average_duration_of_fixations.圧,400,400,400
Average_duration_of_fixations.の,208,208,208
Average_duration_of_fixations.勢,,,
Average_duration_of_fixations.力,,,
Average_duration_of_fixations.が,383,383,383
Average_duration_of_fixations.強,,,
Average_duration_of_fixations.く,,,
Average_duration_of_fixations.気,250,250,250
Average_duration_of_fixations.圧,,,
Average_duration_of_fixations.配,183,183,183
Average_duration_of_fixations.置,,,
Average_duration_of_fixations.が,,,
Average_duration_of_fixations.安,,,
Average_duration_of_fixations.定,,,
Average_duration_of_fixations.し,,,
Average_duration_of_fixations.て,,,
Average_duration_of_fixations.い,,,
Average_duration_of_fixations.る,,,
Average_duration_of_fixations.の,,,
Average_duration_of_fixations.で,,,
Average_duration_of_fixations.穏,292,292,292
Average_duration_of_fixations.や,350,350,350
Average_duration_of_fixations.か,,,
Average_duration_of_fixations.な,225,225,225
Average_duration_of_fixations.晴,233,233,233
Average_duration_of_fixations.天,,,
Average_duration_of_fixations.が,217,217,217
Average_duration_of_fixations.続,188,188,188
Average_duration_of_fixations.く,,,
Average_duration_of_fixations.こ,100,100,100
Average_duration_of_fixations.と,,,
Average_duration_of_fixations.が,204,204,204
Average_duration_of_fixations.多,,,
Average_duration_of_fixations.く,,,
Average_duration_of_fixations.、,525,525,525
Average_duration_of_fixations.夕,250,250,250
Average_duration_of_fixations.立,,,
Average_duration_of_fixations.も,,,
Average_duration_of_fixations.発,383,383,383
Average_duration_of_fixations.生,,,
Average_duration_of_fixations.し,,,
Average_duration_of_fixations.に,450,450,450
Average_duration_of_fixations.く,,,
Average_duration_of_fixations.い,317,317,317
Average_duration_of_fixations.の,242,242,242
Average_duration_of_fixations.で,,,
Average_duration_of_fixations.、,,,
Average_duration_of_fixations.レ,,,
Average_duration_of_fixations.ジ,,,
Average_duration_of_fixations.ャ,,,
Average_duration_of_fixations.ー,,,
Average_duration_of_fixations.に,,,
Average_duration_of_fixations.は,,,
Average_duration_of_fixations.最,267,267,267
Average_duration_of_fixations.適,,,
Average_duration_of_fixations.だ,,,
Average_duration_of_fixations.と,,,
Average_duration_of_fixations.い,183,183,183
Average_duration_of_fixations.う,,,
Average_duration_of_fixations.意,,,
Average_duration_of_fixations.見,,,
Average_duration_of_fixations.も,325,325,325
Average_duration_of_fixations.あ,,,
Average_duration_of_fixations.る,,,
Average_duration_of_fixations.。,,,
Average_duration_of_fixations.こ,150,150,150
Average_duration_of_fixations.れ,,,
Average_duration_of_fixations.は,,,
Average_duration_of_fixations.、,167,167,167
Average_duration_of_fixations.梅,,,
Average_duration_of_fixations.雨,,,
Average_duration_of_fixations.前,542,542,542
Average_duration_of_fixations.線,,,
Average_duration_of_fixations.を,,,
Average_duration_of_fixations.押,,,
Average_duration_of_fixations.し,,,
Average_duration_of_fixations.上,283,283,283
Average_duration_of_fixations.げ,,,
Average_duration_of_fixations.た,,,
Average_duration_of_fixations.小,,,
Average_duration_of_fixations.笠,,,
Average_duration_of_fixations.原,433,433,433
Average_duration_of_fixations.高,333,333,333
Average_duration_of_fixations.気,258,258,258
Average_duration_of_fixations.圧,,,
